Ticker Symbol,Years,Period Ending, Total Revenue , Cost of Goods Sold ," Sales, General and Admin. ", Research and Development , Other Operating Items ,GICS Sector,GICS Sub Industry,
RSG,Year 2,12/31/2014,"$ 8,803,300,000","$ 5,643,100,000","$ 998,400,000", $-   ,"$ 906,900,000",Industrials,Industrial Conglomerates,
RSG,Year 3,12/31/2015,"$ 9,115,000,000","$ 5,518,600,000","$ 1,067,000,000", $-   ,"$ 970,600,000",Industrials,Industrial Conglomerates,
RSG,Year 4,12/31/2016,"$ 9,387,700,000","$ 5,764,000,000","$ 1,054,500,000", $-   ,"$ 991,100,000",Industrials,Industrial Conglomerates,
SBUX,Year 1,9/29/2013,"$ 14,866,800,000","$ 6,382,300,000","$ 5,655,800,000", $-   ,"$ 621,400,000",Consumer Discretionary,Restaurants,
SBUX,Year 2,9/28/2014,"$ 16,447,800,000","$ 6,858,800,000","$ 6,086,800,000", $-   ,"$ 709,600,000",Consumer Discretionary,Restaurants,
SBUX,Year 3,9/27/2015,"$ 19,162,700,000","$ 7,787,500,000","$ 7,130,200,000", $-   ,"$ 893,900,000",Consumer Discretionary,Restaurants,
SBUX,Year 4,10/02/2016,"$ 21,315,900,000","$ 8,511,100,000","$ 7,970,300,000", $-   ,"$ 980,800,000",Consumer Discretionary,Restaurants,
SCG,Year 1,12/31/2012,"$ 4,176,000,000","$ 2,754,000,000","$ 207,000,000", $-   ,"$ 356,000,000",Utilities,MultiUtilities,
SCG,Year 2,12/31/2013,"$ 4,495,000,000","$ 2,987,000,000","$ 220,000,000", $-   ,"$ 378,000,000",Utilities,MultiUtilities,
SCG,Year 3,12/31/2014,"$ 4,951,000,000","$ 3,331,000,000","$ 229,000,000", $-   ,"$ 384,000,000",Utilities,MultiUtilities,
SCG,Year 4,12/31/2015,"$ 4,380,000,000","$ 2,714,000,000","$ 234,000,000", $-   ,"$ 358,000,000",Utilities,MultiUtilities,
SE,Year 1,12/31/2012,"$ 5,075,000,000","$ 2,417,000,000","$ 337,000,000", $-   ,"$ 746,000,000",Energy,Oil & Gas Refining & Marketing & Transportation,
SE,Year 2,12/31/2013,"$ 5,518,000,000","$ 2,707,000,000","$ 373,000,000", $-   ,"$ 772,000,000",Energy,Oil & Gas Refining & Marketing & Transportation,
SE,Year 3,12/31/2014,"$ 5,903,000,000","$ 2,790,000,000","$ 393,000,000", $-   ,"$ 796,000,000",Energy,Oil & Gas Refining & Marketing & Transportation,
SE,Year 4,12/31/2015,"$ 5,234,000,000","$ 2,335,000,000","$ 353,000,000", $-   ,"$ 764,000,000",Energy,Oil & Gas Refining & Marketing & Transportation,
SEE,Year 1,12/31/2013,"$ 7,690,800,000","$ 5,100,900,000","$ 1,788,300,000", $-   ,"$ 123,200,000",Materials,Paper Packaging,
SEE,Year 2,12/31/2014,"$ 7,750,500,000","$ 5,062,900,000","$ 1,849,400,000", $-   ,"$ 118,900,000",Materials,Paper Packaging,
SEE,Year 3,12/31/2015,"$ 7,031,500,000","$ 4,444,900,000","$ 1,656,200,000", $-   ,"$ 88,700,000",Materials,Paper Packaging,
SEE,Year 4,12/31/2016,"$ 6,778,300,000","$ 4,246,700,000","$ 1,604,400,000", $-   ,"$ 94,900,000",Materials,Paper Packaging,
SHW,Year 1,12/31/2012,"$ 9,534,462,000","$ 5,328,236,000","$ 3,264,896,000", $-   , $-   ,Materials,Specialty Chemicals,
SHW,Year 2,12/31/2013,"$ 10,185,532,000","$ 5,568,966,000","$ 3,470,200,000", $-   , $-   ,Materials,Specialty Chemicals,
SHW,Year 3,12/31/2014,"$ 11,129,533,000","$ 5,965,049,000","$ 3,860,448,000", $-   , $-   ,Materials,Specialty Chemicals,
SHW,Year 4,12/31/2015,"$ 11,339,304,000","$ 5,780,078,000","$ 3,943,786,000", $-   , $-   ,Materials,Specialty Chemicals,
SIG,Year 1,02/02/2013,"$ 3,983,400,000","$ 2,446,000,000","$ 976,900,000", $-   , $-   ,Consumer Discretionary,Specialty Stores,
SIG,Year 2,02/01/2014,"$ 4,209,200,000","$ 2,628,700,000","$ 1,010,000,000", $-   , $-   ,Consumer Discretionary,Specialty Stores,
SIG,Year 3,02/02/2015,"$ 5,736,300,000","$ 3,662,100,000","$ 1,497,600,000", $-   , $-   ,Consumer Discretionary,Specialty Stores,
SIG,Year 4,1/30/2016,"$ 6,550,200,000","$ 4,109,800,000","$ 1,736,700,000", $-   , $-   ,Consumer Discretionary,Specialty Stores,
SJM,Year 1,4/30/2013,"$ 5,897,700,000","$ 3,870,100,000","$ 1,020,400,000", $-   ,"$ 96,800,000",Consumer Staples,Packaged Foods & Meats,
SJM,Year 2,4/30/2014,"$ 5,610,600,000","$ 3,579,600,000","$ 1,013,100,000", $-   ,"$ 98,900,000",Consumer Staples,Packaged Foods & Meats,
SJM,Year 3,4/30/2015,"$ 5,692,700,000","$ 3,724,000,000","$ 1,085,800,000", $-   ,"$ 110,900,000",Consumer Staples,Packaged Foods & Meats,
SJM,Year 4,4/30/2016,"$ 7,811,200,000","$ 4,843,400,000","$ 1,614,100,000", $-   ,"$ 208,400,000",Consumer Staples,Packaged Foods & Meats,
SLG,Year 1,12/31/2012,"$ 1,290,052,000","$ 470,243,000","$ 120,310,000", $-   ,"$ 330,418,000",Real Estate,Office REITs,
SLG,Year 2,12/31/2013,"$ 1,371,065,000","$ 479,665,000","$ 122,128,000", $-   ,"$ 340,316,000",Real Estate,Office REITs,
SLG,Year 3,12/31/2014,"$ 1,519,978,000","$ 500,126,000","$ 133,502,000", $-   ,"$ 393,987,000",Real Estate,Office REITs,
SLG,Year 4,12/31/2015,"$ 1,662,829,000","$ 534,326,000","$ 139,137,000", $-   ,"$ 588,235,000",Real Estate,Office REITs,
SNA,Year 1,12/31/2013,"$ 3,237,500,000","$ 1,638,900,000","$ 1,012,400,000", $-   , $-   ,Consumer Discretionary,Household Appliances,
SNA,Year 2,01/03/2015,"$ 3,492,600,000","$ 1,759,200,000","$ 1,048,700,000", $-   , $-   ,Consumer Discretionary,Household Appliances,
SNA,Year 3,01/02/2016,"$ 3,593,100,000","$ 1,774,600,000","$ 1,053,700,000", $-   , $-   ,Consumer Discretionary,Household Appliances,
SNA,Year 4,12/31/2016,"$ 3,711,800,000","$ 1,803,500,000","$ 1,054,100,000", $-   , $-   ,Consumer Discretionary,Household Appliances,
SNI,Year 1,12/31/2012,"$ 2,307,182,000","$ 610,836,000","$ 655,473,000", $-   ,"$ 107,591,000",Consumer Discretionary,Broadcasting & Cable TV,
SNI,Year 2,12/31/2013,"$ 2,530,809,000","$ 699,294,000","$ 729,055,000", $-   ,"$ 117,580,000",Consumer Discretionary,Broadcasting & Cable TV,
SNI,Year 3,12/31/2014,"$ 2,665,456,000","$ 778,896,000","$ 764,799,000", $-   ,"$ 128,582,000",Consumer Discretionary,Broadcasting & Cable TV,
SNI,Year 4,12/31/2015,"$ 3,018,227,000","$ 987,357,000","$ 785,179,000", $-   ,"$ 137,596,000",Consumer Discretionary,Broadcasting & Cable TV,
SO,Year 1,12/31/2012,"$ 16,537,000,000","$ 9,373,000,000","$ 914,000,000", $-   ,"$ 1,787,000,000",Utilities,Electric Utilities,
SO,Year 2,12/31/2013,"$ 17,087,000,000","$ 9,817,000,000","$ 934,000,000", $-   ,"$ 1,901,000,000",Utilities,Electric Utilities,
SO,Year 3,12/31/2014,"$ 18,467,000,000","$ 11,031,000,000","$ 981,000,000", $-   ,"$ 1,945,000,000",Utilities,Electric Utilities,
SO,Year 4,12/31/2015,"$ 17,489,000,000","$ 9,811,000,000","$ 997,000,000", $-   ,"$ 2,034,000,000",Utilities,Electric Utilities,
SPG,Year 1,12/31/2012,"$ 4,256,157,000","$ 800,380,000","$ 376,687,000", $-   ,"$ 1,068,382,000",Real Estate,REITs,
SPG,Year 2,12/31/2013,"$ 4,543,849,000","$ 837,946,000","$ 402,369,000", $-   ,"$ 1,107,700,000",Real Estate,REITs,
SPG,Year 3,12/31/2014,"$ 4,870,818,000","$ 882,803,000","$ 446,845,000", $-   ,"$ 1,143,827,000",Real Estate,REITs,
SPG,Year 4,12/31/2015,"$ 5,266,103,000","$ 960,192,000","$ 452,835,000", $-   ,"$ 1,177,568,000",Real Estate,REITs,
SPLS,Year 1,02/02/2013,"$ 24,380,510,000","$ 17,889,249,000","$ 4,884,284,000", $-   ,"$ 78,900,000",Consumer Discretionary,Specialty Stores,
SPLS,Year 2,02/01/2014,"$ 23,114,000,000","$ 17,082,000,000","$ 4,735,000,000", $-   ,"$ 55,000,000",Consumer Discretionary,Specialty Stores,
SPLS,Year 3,1/31/2015,"$ 22,492,000,000","$ 16,691,000,000","$ 4,816,000,000", $-   ,"$ 62,000,000",Consumer Discretionary,Specialty Stores,
SPLS,Year 4,1/30/2016,"$ 21,059,000,000","$ 15,545,000,000","$ 4,600,000,000", $-   ,"$ 67,000,000",Consumer Discretionary,Specialty Stores,
SRCL,Year 1,12/31/2012,"$ 1,913,149,000","$ 1,055,844,000","$ 356,817,000", $-   ,"$ 31,652,000",Industrials,Industrial Conglomerates,
SRCL,Year 2,12/31/2013,"$ 2,142,807,000","$ 1,178,173,000","$ 390,610,000", $-   ,"$ 38,405,000",Industrials,Industrial Conglomerates,
SRCL,Year 3,12/31/2014,"$ 2,555,601,000","$ 1,461,190,000","$ 489,937,000", $-   ,"$ 48,138,000",Industrials,Industrial Conglomerates,
SRCL,Year 4,12/31/2015,"$ 2,985,908,000","$ 1,719,723,000","$ 712,803,000", $-   ,"$ 65,770,000",Industrials,Industrial Conglomerates,
SRE,Year 1,12/31/2012,"$ 9,647,000,000","$ 6,646,000,000","$ 359,000,000", $-   ,"$ 1,090,000,000",Utilities,MultiUtilities,
SRE,Year 2,12/31/2013,"$ 10,557,000,000","$ 7,186,000,000","$ 574,000,000", $-   ,"$ 1,113,000,000",Utilities,MultiUtilities,
SRE,Year 3,12/31/2014,"$ 11,035,000,000","$ 7,689,000,000","$ 414,000,000", $-   ,"$ 1,156,000,000",Utilities,MultiUtilities,
SRE,Year 4,12/31/2015,"$ 10,231,000,000","$ 6,648,000,000","$ 397,000,000", $-   ,"$ 1,250,000,000",Utilities,MultiUtilities,
STI,Year 1,12/31/2012,"$ 11,240,000,000","$ 429,000,000","$ 6,073,000,000", $-   ,"$ 1,441,000,000",Financials,Banks,
STI,Year 2,12/31/2013,"$ 8,602,000,000","$ 291,000,000","$ 5,808,000,000", $-   ,"$ 576,000,000",Financials,Banks,
STI,Year 3,12/31/2014,"$ 8,707,000,000","$ 235,000,000","$ 5,518,000,000", $-   ,"$ 367,000,000",Financials,Banks,
STI,Year 4,12/31/2015,"$ 8,533,000,000","$ 219,000,000","$ 5,120,000,000", $-   ,"$ 205,000,000",Financials,Banks,
FSLR,Year 3,12/31/2014,"$ 3,391,187,000","$ 2,566,246,000","$ 253,827,000","$ 143,969,000", $-   ,Information Technology,Semiconductors,
FSLR,Year 4,12/31/2015,"$ 3,578,995,000","$ 2,659,728,000","$ 255,192,000","$ 130,593,000", $-   ,Information Technology,Semiconductors,
INTC,Year 1,12/28/2013,"$ 52,708,000,000","$ 21,187,000,000","$ 8,088,000,000","$ 10,611,000,000","$ 291,000,000",Information Technology,Semiconductors,
INTC,Year 2,12/27/2014,"$ 55,870,000,000","$ 20,261,000,000","$ 8,136,000,000","$ 11,537,000,000","$ 294,000,000",Information Technology,Semiconductors,
STZ,Year 1,2/28/2013,"$ 2,796,100,000","$ 1,687,800,000","$ 585,400,000", $-   , $-   ,Consumer Staples,Distillers & Vintners,
STZ,Year 2,2/28/2014,"$ 4,867,700,000","$ 2,876,000,000","$ 895,100,000", $-   , $-   ,Consumer Staples,Distillers & Vintners,
STZ,Year 3,2/28/2015,"$ 6,028,000,000","$ 3,449,400,000","$ 1,078,400,000", $-   , $-   ,Consumer Staples,Distillers & Vintners,
STZ,Year 4,2/29/2016,"$ 6,548,400,000","$ 3,606,100,000","$ 1,177,200,000", $-   , $-   ,Consumer Staples,Distillers & Vintners,
SWK,Year 1,12/28/2013,"$ 10,889,500,000","$ 6,985,800,000","$ 2,960,300,000", $-   , $-   ,Consumer Discretionary,Household Appliances,
SWK,Year 2,01/03/2015,"$ 11,338,600,000","$ 7,235,900,000","$ 2,814,600,000", $-   , $-   ,Consumer Discretionary,Household Appliances,
SWK,Year 3,01/02/2016,"$ 11,171,800,000","$ 7,099,800,000","$ 2,681,100,000", $-   , $-   ,Consumer Discretionary,Household Appliances,
SWK,Year 4,12/31/2016,"$ 11,406,900,000","$ 7,139,700,000","$ 2,798,900,000", $-   , $-   ,Consumer Discretionary,Household Appliances,
INTC,Year 3,12/26/2015,"$ 55,355,000,000","$ 20,676,000,000","$ 7,930,000,000","$ 12,128,000,000","$ 265,000,000",Information Technology,Semiconductors,
INTC,Year 4,12/31/2016,"$ 59,387,000,000","$ 23,196,000,000","$ 8,397,000,000","$ 12,740,000,000","$ 294,000,000",Information Technology,Semiconductors,
LLTC,Year 1,6/30/2013,"$ 1,282,236,000","$ 322,516,000","$ 151,382,000","$ 235,184,000", $-   ,Information Technology,Semiconductors,
LLTC,Year 2,6/29/2014,"$ 1,388,386,000","$ 338,580,000","$ 159,642,000","$ 250,434,000", $-   ,Information Technology,Semiconductors,
SWN,Year 1,12/31/2012,"$ 2,730,000,000","$ 245,000,000","$ 835,000,000", $-   ,"$ 811,000,000",Energy,Oil & Gas Exploration & Production,
SWN,Year 2,12/31/2013,"$ 3,371,000,000","$ 328,000,000","$ 1,052,000,000", $-   ,"$ 787,000,000",Energy,Oil & Gas Exploration & Production,
SWN,Year 3,12/31/2014,"$ 4,038,000,000","$ 427,000,000","$ 1,296,000,000", $-   ,"$ 942,000,000",Energy,Oil & Gas Exploration & Production,
SWN,Year 4,12/31/2015,"$ 3,133,000,000","$ 689,000,000","$ 1,208,000,000", $-   ,"$ 1,091,000,000",Energy,Oil & Gas Exploration & Production,
SYF,Year 1,12/31/2012,"$ 10,793,000,000","$ 362,000,000","$ 2,123,000,000", $-   ,"$ 4,549,000,000",Financials,Consumer Finance,
SYF,Year 2,12/31/2013,"$ 11,813,000,000","$ 374,000,000","$ 2,484,000,000", $-   ,"$ 5,445,000,000",Financials,Consumer Finance,
SYF,Year 3,12/31/2014,"$ 12,727,000,000","$ 470,000,000","$ 2,927,000,000", $-   ,"$ 5,492,000,000",Financials,Consumer Finance,
SYF,Year 4,12/31/2015,"$ 13,620,000,000","$ 607,000,000","$ 3,264,000,000", $-   ,"$ 5,690,000,000",Financials,Consumer Finance,
SYK,Year 1,12/31/2013,"$ 9,021,000,000","$ 3,002,000,000","$ 4,089,000,000","$ 536,000,000","$ 138,000,000",Health Care,Health Care Equipment,
SYK,Year 2,12/31/2014,"$ 9,675,000,000","$ 3,319,000,000","$ 4,308,000,000","$ 614,000,000","$ 188,000,000",Health Care,Health Care Equipment,
SYK,Year 3,12/31/2015,"$ 9,946,000,000","$ 3,344,000,000","$ 3,906,000,000","$ 625,000,000","$ 210,000,000",Health Care,Health Care Equipment,
SYK,Year 4,12/31/2016,"$ 11,325,000,000","$ 3,830,000,000","$ 4,295,000,000","$ 715,000,000","$ 319,000,000",Health Care,Health Care Equipment,
LLTC,Year 3,6/28/2015,"$ 1,475,139,000","$ 355,727,000","$ 169,952,000","$ 266,761,000", $-   ,Information Technology,Semiconductors,
LLTC,Year 4,07/03/2016,"$ 1,423,936,000","$ 343,801,000","$ 170,120,000","$ 276,462,000", $-   ,Information Technology,Semiconductors,
MCHP,Year 1,3/31/2013,"$ 1,581,623,000","$ 743,164,000","$ 261,471,000","$ 254,723,000","$ 111,537,000",Information Technology,Semiconductors,
MCHP,Year 2,3/31/2014,"$ 1,931,217,000","$ 802,474,000","$ 267,278,000","$ 305,043,000","$ 94,534,000",Information Technology,Semiconductors,
SYY,Year 1,6/29/2013,"$ 44,411,233,000","$ 36,414,626,000","$ 6,338,129,000", $-   , $-   ,Consumer Staples,Food Distributors,
SYY,Year 2,6/28/2014,"$ 46,516,712,000","$ 38,335,677,000", $-   , $-   , $-   ,Consumer Staples,Food Distributors,
SYY,Year 3,6/27/2015,"$ 48,680,752,000","$ 40,129,236,000", $-   , $-   , $-   ,Consumer Staples,Food Distributors,
SYY,Year 4,07/02/2016,"$ 50,366,919,000","$ 41,326,447,000", $-   , $-   , $-   ,Consumer Staples,Food Distributors,
T,Year 1,12/31/2012,"$ 127,434,000,000","$ 55,228,000,000","$ 41,066,000,000", $-   ,"$ 18,143,000,000",Telecommunications Services,Integrated Telecommunications Services,
T,Year 2,12/31/2013,"$ 128,752,000,000","$ 51,191,000,000","$ 28,414,000,000", $-   ,"$ 18,395,000,000",Telecommunications Services,Integrated Telecommunications Services,
T,Year 3,12/31/2014,"$ 132,447,000,000","$ 60,145,000,000","$ 41,817,000,000", $-   ,"$ 18,273,000,000",Telecommunications Services,Integrated Telecommunications Services,
T,Year 4,12/31/2015,"$ 146,801,000,000","$ 67,046,000,000","$ 32,954,000,000", $-   ,"$ 22,016,000,000",Telecommunications Services,Integrated Telecommunications Services,
TAP,Year 1,12/31/2013,"$ 4,206,100,000","$ 2,545,600,000","$ 1,193,800,000", $-   , $-   ,Consumer Staples,Brewers,
TAP,Year 2,12/31/2014,"$ 4,146,300,000","$ 2,493,300,000","$ 1,163,900,000", $-   , $-   ,Consumer Staples,Brewers,
TAP,Year 3,12/31/2015,"$ 3,567,500,000","$ 2,163,500,000","$ 1,051,800,000", $-   , $-   ,Consumer Staples,Brewers,
TAP,Year 4,12/31/2016,"$ 4,885,000,000","$ 3,003,100,000","$ 1,597,300,000", $-   , $-   ,Consumer Staples,Brewers,
MCHP,Year 3,3/31/2015,"$ 2,147,036,000","$ 917,472,000","$ 274,815,000","$ 349,543,000","$ 176,746,000",Information Technology,Semiconductors,
MCHP,Year 4,3/31/2016,"$ 2,173,334,000","$ 967,870,000","$ 301,670,000","$ 372,596,000","$ 174,896,000",Information Technology,Semiconductors,
MU,Year 1,8/29/2013,"$ 9,073,000,000","$ 7,226,000,000","$ 554,000,000","$ 931,000,000", $-   ,Information Technology,Semiconductors,
MU,Year 2,8/28/2014,"$ 16,358,000,000","$ 10,921,000,000","$ 939,000,000","$ 1,371,000,000", $-   ,Information Technology,Semiconductors,
TDG,Year 1,9/30/2013,"$ 1,924,400,000","$ 874,838,000","$ 254,468,000", $-   ,"$ 45,639,000",Industrials,Aerospace & Defense,
TDG,Year 2,9/30/2014,"$ 2,372,906,000","$ 1,105,032,000","$ 276,446,000", $-   ,"$ 63,608,000",Industrials,Aerospace & Defense,
TDG,Year 3,9/30/2015,"$ 2,707,115,000","$ 1,257,270,000","$ 321,624,000", $-   ,"$ 54,219,000",Industrials,Aerospace & Defense,
TDG,Year 4,9/30/2016,"$ 3,171,411,000","$ 1,443,348,000","$ 382,858,000", $-   ,"$ 77,445,000",Industrials,Aerospace & Defense,
MU,Year 3,09/03/2015,"$ 16,192,000,000","$ 10,977,000,000","$ 674,000,000","$ 1,540,000,000", $-   ,Information Technology,Semiconductors,
MU,Year 4,09/01/2016,"$ 12,399,000,000","$ 9,894,000,000","$ 653,000,000","$ 1,617,000,000", $-   ,Information Technology,Semiconductors,
NVDA,Year 1,1/27/2013,"$ 4,280,159,000","$ 2,053,816,000","$ 430,822,000","$ 1,147,282,000", $-   ,Information Technology,Semiconductors,
NVDA,Year 2,1/26/2014,"$ 4,130,000,000","$ 1,862,000,000","$ 436,000,000","$ 1,336,000,000", $-   ,Information Technology,Semiconductors,
TGNA,Year 1,12/30/2012,"$ 5,353,197,000","$ 2,943,847,000","$ 1,303,427,000", $-   ,"$ 194,039,000",Consumer Discretionary,Publishing,
TGNA,Year 2,12/29/2013,"$ 1,603,123,000","$ 662,769,000","$ 531,932,000", $-   ,"$ 74,833,000",Consumer Discretionary,Publishing,
TGNA,Year 3,12/31/2014,"$ 2,626,141,000","$ 954,990,000","$ 766,854,000", $-   ,"$ 151,837,000",Consumer Discretionary,Publishing,
TGNA,Year 4,12/31/2015,"$ 3,050,945,000","$ 923,336,000","$ 1,068,221,000", $-   ,"$ 205,087,000",Consumer Discretionary,Publishing,
TGT,Year 1,02/02/2013,"$ 73,301,000,000","$ 50,568,000,000","$ 15,110,000,000", $-   ,"$ 2,044,000,000",Consumer Discretionary,General Merchandise Stores,
TGT,Year 2,02/01/2014,"$ 71,279,000,000","$ 50,039,000,000","$ 14,465,000,000", $-   ,"$ 1,996,000,000",Consumer Discretionary,General Merchandise Stores,
TGT,Year 3,1/31/2015,"$ 72,618,000,000","$ 51,278,000,000","$ 14,676,000,000", $-   ,"$ 2,129,000,000",Consumer Discretionary,General Merchandise Stores,
TGT,Year 4,1/30/2016,"$ 73,785,000,000","$ 51,997,000,000","$ 14,665,000,000", $-   ,"$ 2,213,000,000",Consumer Discretionary,General Merchandise Stores,
TIF,Year 1,1/31/2013,"$ 3,794,249,000","$ 1,630,965,000","$ 1,466,067,000", $-   , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",
TIF,Year 2,1/31/2014,"$ 4,031,100,000","$ 1,690,700,000","$ 2,036,100,000", $-   , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",
TIF,Year 3,1/31/2015,"$ 4,249,900,000","$ 1,712,700,000","$ 1,645,800,000", $-   , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",
TIF,Year 4,1/31/2016,"$ 4,104,900,000","$ 1,613,600,000","$ 1,731,200,000", $-   , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",
TJX,Year 1,02/02/2013,"$ 25,878,372,000","$ 18,521,400,000","$ 4,250,446,000", $-   , $-   ,Consumer Discretionary,Apparel Retail,
TJX,Year 2,02/01/2014,"$ 27,422,696,000","$ 19,605,037,000","$ 4,467,089,000", $-   , $-   ,Consumer Discretionary,Apparel Retail,
TJX,Year 3,1/31/2015,"$ 29,078,407,000","$ 20,776,522,000","$ 4,695,384,000", $-   , $-   ,Consumer Discretionary,Apparel Retail,
TJX,Year 4,1/30/2016,"$ 30,944,938,000","$ 22,034,523,000","$ 5,205,715,000", $-   , $-   ,Consumer Discretionary,Apparel Retail,
TMK,Year 1,12/31/2012,"$ 3,589,516,000","$ 1,955,682,000", $-   , $-   ,"$ 787,329,000",Financials,Life & Health Insurance,
TMK,Year 2,12/31/2013,"$ 3,494,253,000","$ 1,838,766,000", $-   , $-   ,"$ 819,711,000",Financials,Life & Health Insurance,
TMK,Year 3,12/31/2014,"$ 3,620,095,000","$ 1,903,384,000", $-   , $-   ,"$ 855,908,000",Financials,Life & Health Insurance,
TMK,Year 4,12/31/2015,"$ 3,766,065,000","$ 2,016,212,000", $-   , $-   ,"$ 907,024,000",Financials,Life & Health Insurance,
TMO,Year 1,12/31/2012,"$ 12,509,900,000","$ 7,214,400,000","$ 3,354,900,000","$ 376,400,000", $-   ,Health Care,Health Care Equipment,
TMO,Year 2,12/31/2013,"$ 13,090,300,000","$ 7,561,200,000","$ 3,446,300,000","$ 395,500,000", $-   ,Health Care,Health Care Equipment,
TMO,Year 3,12/31/2014,"$ 16,889,600,000","$ 9,397,600,000","$ 4,896,100,000","$ 691,100,000", $-   ,Health Care,Health Care Equipment,
TMO,Year 4,12/31/2015,"$ 16,965,400,000","$ 9,209,500,000","$ 4,612,100,000","$ 692,300,000", $-   ,Health Care,Health Care Equipment,
TRIP,Year 1,12/31/2012,"$ 763,000,000","$ 12,000,000","$ 429,000,000", $-   ,"$ 26,000,000",Consumer Discretionary,Internet & Direct Marketing Retail,
TRIP,Year 2,12/31/2013,"$ 945,000,000","$ 18,000,000","$ 597,000,000", $-   ,"$ 36,000,000",Consumer Discretionary,Internet & Direct Marketing Retail,
TRIP,Year 3,12/31/2014,"$ 1,246,000,000","$ 40,000,000","$ 801,000,000", $-   ,"$ 65,000,000",Consumer Discretionary,Internet & Direct Marketing Retail,
TRIP,Year 4,12/31/2015,"$ 1,492,000,000","$ 58,000,000","$ 1,109,000,000", $-   ,"$ 93,000,000",Consumer Discretionary,Internet & Direct Marketing Retail,
TRV,Year 1,12/31/2013,"$ 26,191,000,000","$ 13,307,000,000","$ 3,757,000,000", $-   ,"$ 3,821,000,000",Financials,Property & Casualty Insurance,
TRV,Year 2,12/31/2014,"$ 27,174,000,000","$ 13,870,000,000","$ 3,964,000,000", $-   ,"$ 3,882,000,000",Financials,Property & Casualty Insurance,
TRV,Year 3,12/31/2015,"$ 26,815,000,000","$ 13,723,000,000","$ 4,094,000,000", $-   ,"$ 3,885,000,000",Financials,Property & Casualty Insurance,
TRV,Year 4,12/31/2016,"$ 27,625,000,000","$ 15,070,000,000","$ 4,154,000,000", $-   ,"$ 3,985,000,000",Financials,Property & Casualty Insurance,
TSCO,Year 1,12/29/2012,"$ 4,664,120,000","$ 3,098,066,000","$ 1,040,287,000", $-   ,"$ 88,975,000",Consumer Discretionary,Specialty Retail,
TSCO,Year 2,12/28/2013,"$ 5,164,784,000","$ 3,411,175,000","$ 1,138,934,000", $-   ,"$ 100,025,000",Consumer Discretionary,Specialty Retail,
TSCO,Year 3,12/27/2014,"$ 5,711,715,000","$ 3,761,300,000","$ 1,246,308,000", $-   ,"$ 114,635,000",Consumer Discretionary,Specialty Retail,
TSCO,Year 4,12/26/2015,"$ 6,226,507,000","$ 4,083,333,000","$ 1,369,097,000", $-   ,"$ 123,569,000",Consumer Discretionary,Specialty Retail,
TSN,Year 1,10/03/2013,"$ 34,374,000,000","$ 32,016,000,000","$ 983,000,000", $-   , $-   ,Consumer Staples,Packaged Foods & Meats,
TSN,Year 2,10/03/2014,"$ 37,580,000,000","$ 34,895,000,000","$ 1,255,000,000", $-   , $-   ,Consumer Staples,Packaged Foods & Meats,
TSN,Year 3,10/03/2015,"$ 41,373,000,000","$ 37,456,000,000","$ 1,748,000,000", $-   , $-   ,Consumer Staples,Packaged Foods & Meats,
TSN,Year 4,10/01/2016,"$ 36,881,000,000","$ 32,184,000,000","$ 1,864,000,000", $-   , $-   ,Consumer Staples,Packaged Foods & Meats,
TSO,Year 1,12/31/2012,"$ 29,809,000,000","$ 26,045,000,000","$ 1,702,000,000", $-   ,"$ 418,000,000",Energy,Oil & Gas Refining & Marketing & Transportation,
TSO,Year 2,12/31/2013,"$ 37,601,000,000","$ 34,085,000,000","$ 2,248,000,000", $-   ,"$ 489,000,000",Energy,Oil & Gas Refining & Marketing & Transportation,
TSO,Year 3,12/31/2014,"$ 40,633,000,000","$ 35,673,000,000","$ 2,762,000,000", $-   ,"$ 562,000,000",Energy,Oil & Gas Refining & Marketing & Transportation,
TSO,Year 4,12/31/2015,"$ 28,711,000,000","$ 22,466,000,000","$ 2,620,000,000", $-   ,"$ 756,000,000",Energy,Oil & Gas Refining & Marketing & Transportation,
NVDA,Year 3,1/25/2015,"$ 4,682,000,000","$ 2,083,000,000","$ 480,000,000","$ 1,360,000,000", $-   ,Information Technology,Semiconductors,
NVDA,Year 4,1/31/2016,"$ 5,010,000,000","$ 2,199,000,000","$ 602,000,000","$ 1,331,000,000", $-   ,Information Technology,Semiconductors,
QCOM,Year 1,9/29/2013,"$ 24,866,000,000","$ 9,820,000,000","$ 2,849,000,000","$ 4,967,000,000", $-   ,Information Technology,Semiconductors,
QCOM,Year 2,9/28/2014,"$ 26,487,000,000","$ 10,686,000,000","$ 2,774,000,000","$ 5,477,000,000", $-   ,Information Technology,Semiconductors,
QCOM,Year 3,9/27/2015,"$ 25,281,000,000","$ 10,378,000,000","$ 3,637,000,000","$ 5,490,000,000", $-   ,Information Technology,Semiconductors,
QCOM,Year 4,9/25/2016,"$ 23,554,000,000","$ 9,749,000,000","$ 2,159,000,000","$ 5,151,000,000", $-   ,Information Technology,Semiconductors,
